Comment,anti1,anti2,anti3,cent1,cent2,cent3,sov1,sov2,sov3,none1,none2,none3,Populism
"Nein, sie müssen dann ein Visum beantragen natürlich. Alle anderen kommen nicht rein. So hat das Asylsystem zu funktionieren.

Dass mit Norwegen war natürlich nicht ernst gemeint. Aber wenn ich auswandern würde dann sicherlich nicht über die Aslyschiene. 

Aber das ist ja eh alles offensichtlich. Ich habe das Gefühl sie verdrehen denn Sinn meiner Kommentare absichtlich.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Arbeitet die Regierung an irgendeinem obskuren Plan zur Bevölkerungsreduktion? Rauchverbot aufheben, Tempo 140, bei Rot fahren, keine Impfpflicht für Masern...

Grundsätzlich eh löblich, wenn man das Bevölkerungswachstum in den Griff bekommen will, aber da gäbe doch andere Wege...",0,0,0,0,0,0,0,0,0,1,1,1,0
"Dafür gibt's ein staatliches Pensionssystem.
Das gibt in echt höhere Performance, und bessere Garantien.
Da brauchen wir uns jetzt wirklich nix von den USA abschauen zum Thema Pensionen und Sozialsystem.",0,0,0,0,0,0,0,0,0,1,1,1,0
Die muss aufpassen das sie nicht einmal bei einer Demo für Omas gegen Rechts hineingerät.,0,0,0,0,0,0,0,0,0,1,1,1,0
"Überraschungen gibts für mich zumindest kaum.

Diese weitestgehend herausragend inkompetente, kapitalverliebte türkisblaune Truppe hat schon länger als 17 Mon alles versucht, mit Manipulation, Scheinargumenten u leidenschaftlicher Niedertracht - und gegen allen offenen Widerspruch, sowie unter Einsatz jedes nur erdenklichen undemokratischen Mittels (s. Begutachtung v Gesetzesvorschlägen, Missachtung d Parlaments), stur ihr egoistisches, einseitiges Programm durchzupeitschen.

Wer die Aussagen der FP mit jenen in den ersten 2010er Jahren vergleicht (Öxit?), oder jene Versprechen, die vor der Wahl beschworen wurden (Volksbegehren?), dem wird schwindlig, ob des schlingernden Wähler-Verarschekurses, den FP&VP fahren. Allerdings hats Tradition.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Der selbsternannte Wertewesten soll sich seine verlogenen Werte dahin schieben wo die Sonne nie scheint.
Apropos, EU-Sanktionen, zeitgleich bettelt ""Nachbar in Not"" bei uns um Spenden für Syrien, eine absolute, bodenlose Frechheit. ""Nachbar in Not"" sollte sich besser bei der EU einsetzen das endlich diese kriminellen, Menschen verachtenden, völkerrechtswidrigen EU-Sanktionen aufgehoben werden dann klappt es auch besser mit der Fluchtursachen Bekämpfung.",1,1,0,0,0,0,0,0,0,0,0,1,1
"Was dann passiert sieht man an Beispielen wie USA und Brasilien

....ich glaube da gibt es andere Krisenherde auf diesem Planeten wo wirklich Menschen sterben und es nicht um mediale Spielplätze politischer Gruppierungen geht.",0,1,0,0,0,0,0,0,0,1,0,1,0
"widerspreche nicht, aber es ist nun mal so, dass aus Verantwortung Kosten erwachsen können, dies ist untrennbar und daher eine Diskussion darüber entbehrlich!",0,0,0,0,0,0,0,0,0,1,1,1,0
"danke, kenn mich schon aus.

ist echt unglaublich und gerade junge Sportler bräuchten sich gar nicht testen lassen.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Die Dems sind eben bei diesen Themen, die den Amis überwältigend wichtig sind um nichts besser als die Reps.
Beide stützen die vorherrschende Eliten-Wirtschaft oder auch Herrschaft und helfen dem Durchschnittsamerikaner nicht. Deshalb gehen auch viele nicht zur Wahl. Und deshalb ist das 2 Parteiensystem der USA so problematisch.

Wie AOC sagte: In keinem anderen Land wären sie und Biden in derselben Partei.",1,1,1,0,1,0,0,0,0,0,0,0,1
"Im übrigen kann ich euch Landeshauptmanns-Ärsche nennen was ich will wie oft ich es will, weil:
Ich bin alternativlos! :PPPPPPPP",0,0,0,0,0,0,0,0,0,1,1,1,0
"Bin ready! Go, Go!

Hier morgen 25° und Sonnenschein.

Und für dich würde ich sogar ein schönes Dinner auftischen.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Ah,hat Kurz wieder 7 Mio für seine Sponsoren und Korruptionsfreunde zurückgezogen....oder seinen diffuse Denkpanzer- und Propaganda Kohorten.
So also vorher von Kurz auf Null reduziert ...Propaganda mäßig hin zu 10 Mio. Und wieder zurück auf 3 Mio.

Ich nehme an er verrechnet Zinsen für die Leihgebühr...",1,1,1,0,0,0,0,0,0,0,0,0,1
"Hätt übrigens auch gern einen Posten, Aufsichtsrat irgendwo wär nett. Bitte drann denken Seb, ist jetzt allgemein bekannt",0,0,0,0,0,0,0,0,0,1,1,1,0
"Könnt ihr euch noch erinnern, dass die Köstinger Elli im Frühlahr die Bundesgärten in Wien geschlossen hat? Angeblich würden sich die WienerInnen bei den Einlasstoren sonst so drängeln.

https://www.diepresse.com/5794038/bund-rugt-wien-offnung-der-bundesgarten-ware-falsches-signal

Für Skipisten gilt das natürlich nicht

https://www.vienna.at/koestinger-virus-verbreitet-sich-nicht-auf-skipisten/6822030

Solch eine widersprüchliche Kommunikation geht einfach nicht. Soll jeder seine eigenen Schlüsse ziehen.",0,1,0,0,0,0,0,0,0,1,0,1,0
Die Saisonkarte kostet nicht viel mehr. Gerade wenn man nur Zeit hat für 1 Woche im Jahr sind die Kosten eigentlich kaum zu rechtfertigen. Deswegen werde ich mir heuer gönnen. :),0,0,0,0,0,0,0,0,0,1,1,1,0
"Das sind mir zu wenig Details. Welche Skates? Inline Skates? Oder Skates im Sinne von Eislaufschuhen? Ziehst du die nur an, um am Schreibtisch cooler auszusehen? Ich kenn mich nicht aus.",0,0,0,0,0,0,0,1,0,1,0,1,0
"Er will nur das Theater zu einem Hort der Opposition machen.  

Bitte absetzen, er soll Kunst machen.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Aber man zwingt die Leute dazu, ehrlicher zu sein. Und ich denke, auch das braucht es, wenn man mit dem Klimaschutz ernst machen will.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Das Vorgehen der österreichischen Regierung im Bündnis mit alle Parlamentsparteien und den Sozialpartnern mit dem Vietnamkrieg zu vergleichen ist doch sehr gewagt. 

Die ÖVP ist die Partei der Hoteliers und Gewerbetreibenden. Warum sollte Kurz seine eigene Klientel so beschädigen?
Weil im fad ist?
Weil er manipuliert worden ist? Von wem? Von der chinesischen Regierung? Das glauben Sie sicher nicht. Oder doch? Kurz und die politische Klasse praktisch in ganz Europa wurde von der chinesischen Regierung manipuliert. Glauben Sie das?",0,0,0,0,0,0,0,0,0,1,1,1,0
"nun ich mag beide, aber was Mario nicht versteht ist, das leider mit direkter Demokratie keiner mehr irgendwo frei hinreisen kann, weil sich vermutlich die Mehrheit mit direkter Demokratie abschottet. Dann wirds nur noch schlimmer, und vermutlich selbst für ihn. kann ja dann an der Grenze zur Schweiz dann warten mittels Grenzkontrollen, eingeführt durch direkte Demokratie.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Ehrlich verdientes Geld - egal in welcher Höhe - wird wohl nie Neid eines normal denkenden Menschen hervorrufen. Aber solche Leute gibt es in Österreich in Wahrheit herzlich wenig. In diesem Land sind die allermeisten reichen Leute sicher nicht allein durch eigene Leistung reich geworden. Deswegen ist bei der Betrachtung der hiesigen finanziellen Oberschicht schon Vorsicht geboten. Und der Grad der Leistung hängt für mich nicht davon ab, wie viel Steuern jemand zahlt, sondern eher, wie anstrengend und fordernd die Arbeit ist. Und da sind die Geringverdiener oft die wahren Leistungserbringer. Das Wort ""Leistungsträger"" ist eigentlich eine grobe Täuschung.",1,1,1,0,0,0,0,0,0,0,0,0,1
"Die Regierung ist dafür da wirtschaftliche Rahmenbedingungen festzulegen, Steuern zu kassieren und die Steuern möglichst weitsichtig und effizient in Gesundheits-, Sozial- und Bildungssysteme, Infrastruktur etc zu investieren.

Regierungen sind NICHT dazu da Unternehmen zu verstaatlichen, dort linientreue aber unfähige und korrupte Büttel hinzusetzen die die Unternehmen binnen kürzester Zeit in den Dreck fahren und dann, anstatt Steuern abzuliefern nur noch um Subventionen betteln. Jeder Peso in Form einer Subvention ist ein Peso der an Schulen, in Krankenhäusern etc fehlt. Die Korrupten werden immer reicher, der Staat immer anämischer UND DIE ARMEN IMMER ÄRMER.

So geschehen im chavistischen VE, aber immer wieder auch im peronistischen AR.",1,1,1,0,0,1,0,0,0,0,0,0,1
"Ich finds spannend, dass es offenbar Leute gibt, die meinen, es sei irgendwo anders als bei uns. Sind z.B.  Bürgerkriege ein Ausdruck, dass man dort reifer miteinander umgeht als in unserem - von Verachtung und Hass offenbar triefenden  - Österreich?
Scheint mir a bisserl zu übertreiben der/die gute warumbloß.",0,0,0,0,0,0,0,0,0,1,1,1,0
"vermutlich nur eine unbedeutende nebenstraße
wiental 1: von winckelmannstr bis ullmannstraße
wiental 2: von längenfeldgasse bis gürtel
wiental 3: Mollardgasse + einfahrt bei der feuerwehr
wiental 4: naschmarkt",0,0,0,0,0,0,0,0,0,1,1,1,0
"Du solltest deinen Nick anpassen, synchronisieren mit dem Schwachsinn den du verbreitest. Statt ""Nachtsonne"", solltest du dich ""the dark side of the moon"" nennen.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Ich finde es auch absolut beleidigend, wenn ein einfacher Bürger dem hohen Politiker auffordert seine hohle Phrase doch zu erklären. Wo kommen wir denn da hin, wenn die Bürger anfangen, die Worthülsen mit Inhalt gefüllt zu bekommen zu wollen.",1,1,1,1,0,1,0,0,0,0,0,0,1
"Nie mit Butter, genau das!
Hingegen ein Gemüsebrot braucht zumindest eine Messerspitze Butter.",0,0,0,0,0,0,0,0,0,1,1,1,0
Auer ist Politikwissenschaftler und Stilling Juristin. Ich glaub meine Kollegin die beim RK arbeitet hat mehr Ahnung von Gesundheit und Impfungen.,0,0,0,0,0,0,0,0,0,1,1,1,0
würde ich auch für passanten und schuhwerk einführen. lebensgefählrich womit manche leute unterwegs sind.,0,0,0,0,0,0,0,0,0,1,1,1,0
"Doch, denn mit der SPÖ wollte Kurz auf keinen Fall koalieren und ohne die grünen wäre er an die FPÖ gekettet geblieben.
Und die Grünen in Deutschland haben 1998 mit nur 6% auch weit mehr bei den Koalizionsverhandlungen herausgeholt.",0,0,0,0,0,0,0,0,0,1,1,1,0
"wenn Fr. Lou Lorenz-Dittlbacher dem Kanzlerdarsteller mehr als 20! Min. Redezeit gibt für seine Propagandaphrasen, während sie für andre Interviewpartner stets auf die knappe Zeit pocht die zur Verfügung steht, dann ist doch klar dass dann viele bisher treue Kunden des ORF abspringen. Wer will sich einen reinen Övp Sender tagtäglich antun??",1,1,1,0,0,0,0,0,0,0,0,0,1
"Nein, das sind eigens angefertigte Modelle die die typischen Rassenmerkmale zeigen sollen.

es gibt viele alte Schädelpräparate auf denen zu lesen ist warum die Person hingerichtet wurde, zb. ""Notzucht"".",0,0,0,0,0,0,0,0,0,1,1,1,0
"Nach Jahrhunderten voller Kreuzzüge gegen Muslime und Protestanten, nur 80 Jahre nach einem Genozid an den Juden so etwas zu behaupten ist irgendwo zwischen völlig weltfremd und unverschämt hetzerisch. Schämen Sie sich!",0,0,0,0,0,0,0,0,0,1,1,1,0
"Hmm. Wenn dieser Test billig - also für den Flughafen leistbar - ist, wird er wohl auch eine gewisse Fehlerquote haben. Ich stelle mir das schwierig vor, wenn man bereits ein Ticket hat und sich dann einem vielleicht nicht ganz so sicheren Verfahren unterziehen soll. Ist bei einem positiven Resultat ein zweiter Test geplant, wäre ich beruhigt.",0,0,0,0,0,0,0,0,0,1,1,1,0
"doch. Weil die Formel wird doch wohl für alle Unternehmen gelten. Zumindest lese ich in dem Beitrag nichts gegenteiliges davon. 

Und aufgrund dieser Formel würde dann die OMV 90 Mio Fixkostenzuschuss kriegen. Weil schon allein aufgrund des gesunkenen Benzinpreises wird der Umsatzausfall der OMV höher als 20 Prozent sein. 

Abgesehen davon haben selbst Firmen wie BIPA auf 3 Monate bezogen Umsatzausfälle von zum Teil mehr als 20 Prozent.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Ausnahmen gibt's dann für Après-Ski-Hütten, denn wir wollen unsere Gäste, die wir in unserem sicheren Land herzlich willkommen heißen, nicht abschrecken.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Ja okay in der ZIB gibts spannende News, aber können ma drüber reden, dass der Bachelor eine Kandidatin ernsthaft an ihrem Geburtstag rauswirft?",0,0,0,0,0,0,0,0,0,1,1,1,0
"Es ist eben niemand gegen den gender-pay-gap bzw muss man richtigerweise sagen, niemand streitet diesen ab.

Lesen Sie die Kommentare. Das was kritisiert wird ist die Tatsache, dass man jedweden Unterschied als ""Diskriminierung"" bezeichnet.

Kapitalismus- bzw. Marktwirtschaftskritik kann man hier gerne bringen, aber nicht vom bösen unsichtbaren Patriarchat sprechen, in dem eine riesen Verschwörung des männlichen geschlechts gegen Frauen stattfindet. 

Das ist mit Verlaub, der selbe verschwörungstheoretische Nonsense wie ihn die Rechten mit dem Bevölkerungsaustausch gerne bringen.",0,0,0,0,0,0,0,0,0,1,1,1,0
Hab günstige Olimpiatickets für Tokio und Flugticket. Jetzt zuschlagen. NUR  100EUR im Packet.,0,0,0,0,0,0,0,0,0,1,1,1,0
"Jeder ein Experte ist!

Asiatische Länder haben einen radikaleren Lockdown ziemlich erfolgreich durchgeführt, aber die sind ja für uns Europäer so gar kein Vorbild.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Wegen dem Resetarits im Kottan hab i ja damals Latzhosen für cool befunden.
Dann krieg i ane für die Werkstatt in der HTL.
Und….?
Jo, eingaungen is se beim ersten Mal waschen, dann hats zwickt im Schritt. So was von uncool, so a Latzhosen!",0,0,0,0,0,0,0,0,0,1,1,1,0
"Kein Verlust, IBM hat unter Rometty, die selber nicht taufrisch ist ein massives Mitarbeiterverjüngungsprogramm eingeleitet, sprich man halt massiv Leute über 45 abgebaut. Es sind mehrere Prozesse deswegen in den USA noch anhängig.
Eigentlich wenn sie ansich selber dieselben Kriterien angelegt hätte, wäre sie schon vor langer Zeit rausgeflogen. Manche Leute sind halt gleicher als die Anderen.
Einen Inder zum Chef zu machen macht auch Sinn da IBM mittlerweile wohl einen großteil seiner produzierenden Mitarbeiter in Indien sitzen hat.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Ja, das habe ich befürchtet. Junge ÖVP-Kurz-Anschober-Elite halt.

Aber Gratistipp von mir: Aktivieren Sie einfach die Rechtschreibprüfung, oder vielleicht finden Sie ja auch jemanden, der das für Sie erledigen kann. Dann hat man vielleicht nicht sofort das Gefühl, dass man es mit der ÖVP-Elite zu tun hat.",0,1,0,0,0,0,0,0,0,1,0,1,0
"Okay, und ab 19. ist dann wieder Schluss? Weil die supergeniale Freitestaktion geht ja nur von 15. -17. Mitdenken ist wirklich super, versuchen Sie es auch mal, vielleicht schaffen Sie es sogar, zumindest ein bisserl.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Dann erklären Sie mal, inwiefern die Sanktionen die Bevölkerung treffen. Sie richten sich nämlich gegen Gelder, die das Regime für sich beiseiteschafft. Oder finden Sie es nicht ein wenig schräg, dass die Bevölkerung seit Jahren hungert, während in den USA Milliarden an Geldern venezolanischer Bonzen liegen?
Warum wurden diese Gelder nicht verwendet, um nötige Güter für die Bevölkerung zu beschaffen? Und kommen Sie mir nicht mit der dreisten Lüge, die USA oder sonstwer hätten die Einfuhr von Lebensmitteln usw. nach Venezuela verhindert.",1,1,1,0,0,1,0,0,0,0,0,0,1
Gut so. Das ist unsere Elite. Genau für sowas sinds sie da.,0,0,0,0,0,0,0,0,0,1,1,1,0
"In Idlib aber auch in Aleppo oder Raqqua sieht man was der Bürgerkrieg vermutlich war. Ein sunnitisch dschihadistischer Aufstand gegen ein Regime, bzw. ein Regime mit Mafiazügen. 
Begonnen hat alles mit firedlichen Protesten. Bewaffnete mischten sich darunter und die Armee schoss in die Menge. Teile der Armee desertierten. 

Es ist tragisch, dass es so weit kommen hat können.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Gewählt wird nämlich ein Nationalrat.

Der Bundespräsident ernennt dann einen Kanzler, und zwar nach Maßgabe jemanden, der im Parlament von einer Mehrheit akzeptiert wird. Dass ist häufig jemand aus der Stimmenstärksten Partei aber wie wir seit Schüssel wissen, kann man auch als drittstärkste Partei den Kanzler stellen.

Bierlein wurde vom Präsenten ernannt und wird von einer Mehrheit im Parlament akzeptiert. Damit ist alles gut.

Kurz wurde auch nicht gewählt. Im Unterschied zu Bierlein misstraut ihm aber inzwischen eine Mehrheit im Parlament, weshalb er eben als Kanzler ausfällt.

Allso alles in Ordnung, Sie können ganz beruhigt durchatmen.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Nein. Eben das ist völlig falsch. Und das weiß jeder, der davon auch nur ein wenig Ahnung hat. Bhakdi lügt.",0,0,0,0,0,0,0,0,0,1,1,1,0
"wieder aufgewaermt.Androsch und Kalina schuetteln den Kopf.Die SteuererhoehungsPartei Oesterreichs zerfleischt sich selber,durch egozentrische Politdarsteller/ innen,die von den Waehlern/ innen nicht ( mehr) ernst genommen werden.So desavouiert sich die zur SchlechtmacherPartei Oesterreichs abgewirtschaftete Partei zur Bedeutungslosigkeit,was schade ist.",1,0,0,0,0,0,0,0,0,0,1,1,0
"Sondern der Dilettantismus, der zum Leak geführt hat. Der Mann muss weg, weil er sich und seine Orgsbisation damit schwer beschädigt hat.

Überall außer im Messiasland wäre dss selbstverständlich und schon vollzogen. Nur im Land der Pfründner und Sesselkleber hockt er immer noch dort und  belehrt arrogant Moderatoren über Masken.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Schopenhauer - Errestrische Dialektik - Kunstgriff 38 - Es spricht nicht für Sie, dass Sie keine Argumente haben. Sie passen aber mit Ihrer Form des Diskurses gut zu dem Artikel.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Aschbacher ist ein Produkt der guten alten Freunderlwirtschft in der Alpenrepublik...
Die erschlichenen Titel waren Mittel zum Zweck... denn sie ist und bleibt eine Null....
Jetzt ist es amtlich... aber nicht nur eine Null, sondern auch eine privilegierte, arrogante Null... Sie kann jetzt nicht zugeben, diesen unglaublichen Mist abgeschrieben oder von Dritten schreiben hat lassen....Auch Kurz ist verantwortlich fuer die diese ekelhafte 
Ver-Aschbacherung der Politik...",1,1,1,0,0,0,0,0,0,0,0,0,1
"Wenn er nicht so ein gieriger Koffer wäre, dann würde er einfach gerichtlich feststellen lassen, dass er gesetzeswidrig vom Land behandelt wurde, und das nicht auch noch mit einer Geldforderung verknüpfen, die ca. 0,01-0,1% seines Vermögens ausmacht, für ihn also komplett irrelevant ist.

Oder was glaubt der Herr Tojner, woher das Land Burgenland das Geld nimmt? Ja wohl aus dem allgemeinen Steuertopf, also von den restlichen Bürgern.

Manche Leute sind so widerwärtig gierig und leben in einer Parallelwelt, das packst einfach nicht mehr.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Aha, sie legen also für den korrupten Tschaika die Hand ins Feuer.
Oder gehört der nicht zur Führung?
Übrigens in meine Augen ist auch die gesamt US-Führung korrupt, falls es sie beruhigt....",1,1,1,0,0,0,0,0,0,0,0,0,1
"""Der Ausgang der Wahlen mag gerade Beobachtern in Europa nicht schmecken, aber er ist in vieler Hinsicht verdient."" ... weil...
1) In den Jahren 2015 bis 2019 ging und geht es der Wirtschaft JEDES entwickelten Landes gut. Gerade einem Kapitalisten wie ihnen sollte das aufgefallen sein. Bibis positiver Einfluss auf Israels Wirtschaft ist ca. so hoch wie der unseres Kanzlerdarstellers auf die Balkanrouten-Schließung oder das 2018er 0-Defizit. Liegt also im Promille-Bereich.
2) Gibt es für die Behauptung der ach so guten Sicherheitslage in Israel Evidenz?",0,0,0,0,0,0,0,0,0,1,1,1,0
"Jeder Senator und auch Kongressmann ist ja alleine durch seine Verdienst Establishment. Ich spreche hier aber vom Parteiestablishment und da gehört er nunmal nicht dazu.
Kann man eigentlich gut mit der SPÖ vergleichen. Auch hier gibt es wirklich interessante, progressive Mitglieder, die aber nicht zum Zug kommen weil sie
a. Keine große Organisation hinter sich haben
b. Nicht so gut innerhalb der Vorstandsriege vernetzt sind
c. herangehensweisen an Themen haben, die nicht streng ideologisch von statten gehen.
d. Die Parteigranden zu viel Angst vor allzu großer Veränderung haben.

Genau so jemand ist Sanders für die Demokraten. 
Und natürlich sind alle seine Ideen (Wahlversprechen) nicht durchsetzbar, da sie äußerst fundamental sind.",0,0,0,0,0,0,0,0,0,1,1,1,0
stimmt! Aber manche meinen halt bei jeder Gelegenheit gegen den ORF wettern zu müssen.,0,0,0,0,0,0,0,0,0,1,1,1,0
"Absolut nicht. Die Menge an Viren, die man abkriegt, hat sehr wohl einen Einfluss sowohl auf die Wahrscheinlichkeit der Infektion als auch auf die Schwere der Erkrankung.

Kolleginnen und Kollegen bspw. in Italien, Spanien, dem UK und den USA waren zu Beginn der Pandemie enormen viral loads ausgesetzt, und so manche hatten fulminante Verläufe und sind auch zum Teil verstorben, obwohl sie überhaupt nicht zur Risikogruppe vom Alter und von der Körperfülle her (dem singulär besten Prädilektionsfaktor eines schwereren Verlaufs) gehört hätten.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Sie wissen, was eine Harpune ist. 
Eine Harpune hat Sie getroffen. Sie kriegen sie nicht mehr raus. Egal, wie Sie sich winden. 

""Was für ein unverschämter Kerl! Was will der von mir?!""

Sie haben mit einer Unverschämtheit begonnen - und ich habe Ihnen unverschämt geantwortet. Nur eben mit etwas größeren psychologischen und rhetorischen Ressourcen. 
So kann's gehen, wenn man unverschämt wird, Frau Katz. 
Das sagt Ihnen ein Kurzgegner: 
https://www.derstandard.at/story/2000118026409/u-ausschuss-nimmt-angebotenes-ibiza-video-nicht-an#posting-1055523179
Lesen Sie mal!",0,0,0,0,0,0,0,0,0,1,1,1,0
"ABER: Seine Rekordzeit beim Rubik-Würfel liegt unter 5 Sekunden! Und das trotz seiner großen Hände!

Auch in ernsthafteren Disziplinen ist er ein wahres Genie: Er hat mathematisch einwandfrei die Poincaré-Vermutung bestätigt! (Aufgrund seiner angeborenen Bescheidenheit wissen nur eine Handvoll Leute von dieser bahnbrechenden Tat.) Egal, um welches Wissensgebiet es geht, Trump ist eine intellektuelle Zier für jede Disziplin: Philosophie, Naturwissenschaften, Technik, Medizin. (Gerade letzteres ist in dieser Zeit ja sooo wichtig!)

Ja, dieser Mann ist ein Genie! Und ein stabiles noch dazu! Ich erinnere nur an ""Person Woman Man Camera TV"". Allein diese kleine Episode mag genügen, die Größe dieses von Gott gesegneten Geistes zu verdeutlichen.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Moooooomenterl, was hier völlig außer acht gelassen wird ist, dass viele Männer die eher im Hintergrund das Mastermind sind, natürlich auf diese Art auch mit Männern zusammenarbeiten. Auch Robin Williams hatte Guy Chambers und Ambros hatte Prokopez, der ihm die Klassiker schrieb. Und natürlich gab es hinter männlichen Künstlern und Gruppen immer ein meist männliches Management, das vom Künstlerischen bis Finanziellen alles in der Hand hatte. Was besonders ist, ist dass es kaum Frauen in der mächtigen Hintergrundrolle gibt. Es ist also sicher nicht besonders, dass Frauen und Männer in dieser Konstellation zusammenarbeiten, sondern normal und die Aufforderung müsste sein: Frauen geht mehr in die Technik und das Management.",0,0,0,0,0,0,0,0,0,1,1,1,0
"ich bin im Forum immer per Du, weil das seit der Gründung des Internets traditionell ist und Teil des Internets, des Communitygedankens, usw. Wenn du mit solchen Traditionen nicht zurecht kommst, solltest du das Internet meiden.

Am Berg ist man außerdem auch per Du: z.B. das Griaß di!

Oder wenn du Tutor oder Studienassistent an einer Uni bist, bist du plötzlich mitm Prof. auch per Du, obwohl du weiterhin bei ihm Prüfungen ablegst und alle anderen per Sie mit ihm sind. Das sind einfach Dinge, die aus der Tradition heraus entstanden sind.

usw.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Schöne Grüsse vom Pöbel. Schon letzte Woche habe ich via Briefwahl meine Unterstützung für eine rigorose Migrationspolitik seitens der gesamten EU platziert. Ob Sie das in Ihrem Universum als nationalsozialistisch oder nicht bezeichnen, kümmert mich da eher wenig bis gar nicht. Nicht jede Weltanschauung lässt sich in Schubladen wie Na*i oder Pöbel stecken, Genosse. Freundschaft!",0,0,0,0,0,0,0,0,0,1,1,1,0
"raus aus der standardredaktion und hurtigst zu den zauberern der ezb ...

mfg",0,0,0,0,0,0,0,0,0,1,1,1,0
"...es wird eine ausufernde Pressekonferenz geben, wo man erklären wird dass es sich nur um ""Missverständnisse"" (aufgrund schlechter Übersetzung etc. bla, bla..) handelt und zudem das Auftauchen des Videos jetzt kurz vor der EU-Wahl ein bewusstes Manöver der ""Links-linken Mafia"" und deren ""Handlanger"" (Spiegel, SZ) sei.
Und es gab natürlich keine Spenden - die hätte man sowieso karikativen Zwecken zur Verfügung gestellt.
Die ganze ""Geschichte"" sei einfach eine Inszenierung um der Türkis-Blauen Regierung zu schaden.
Zudem gäbe es in Österreich ""Wichtigeres"" zu erledigen, das Ganz ist einfach nur eine journalistische Finte.
Wetten dass....es so klingen und auch so gehandhabt wird. ""Alles linke Fake-News-Propaganda"".",0,0,0,0,0,0,0,0,0,1,1,1,0
"Vor Jahren mutmaßte ich fälschlicherweise, dass Strache es niemals in eine Regierung als Minister schaffen würde - konträr zu all seinen angeberhaften Machtambitionen.
Dafür hätte er sich einfach zu viel an mieser Stimmungsmache, schäbigen Angriffen unter der Gürtellinie, einschlägigen Vernetzungen usw. erlaubt.
Dank dem machthungrigen Herrn Kurz wurde ich eines Besseren belehrt.

Bis zur Veröffentlichung von Straches Versuchen Österreich verkaufen zu wollen drehte sich meine Einschätzung zu einem:
FPÖ Strache kann sich als (untragbarer!) Machtpolitiker in Österreich wohl noch lange halten.

Dann der Absturz. Der solchen Austrotrumps/Austro-Orbáns wie ihm vergönnt sei.

Nun ist aber nicht ausgeschlossen, dass der in Wien wieder aufsteigt.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Kann der auch mal was anderes als immer nur irgendwas anzukündigen? Stimmt ja, hetzen geht auch, aber arbeiten? Hat er das schon mal? Weiss da wer genaueres?",0,0,0,0,0,0,0,0,0,1,1,1,0
"Wieso soll ein 'Profiteur' ein Unternehmen ohne Zukunft aufkaufen? 

Ein Unternehmer wuerde vielleicht eine marode Firma kaufen um z.B. das Gebaeude einem anderen Zweck zuzufuehren das dann wieder Gewinn abwirft. 

Aber die Idee, dass da ein paar Reiche ihr Geld mit dem Aufkauf wertloser Firmen verschwenden, ist einfach nur bizarr.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Es ist nicht ""die Gier"", es sind nicht böse Manager, es ist nicht mangelnde Moral, sondern einfach die systemische Logik unseres Wirschaftssystems. Solange daran nichts geändert wird, sind solche Beteuerungen gerade soviel wert wie die herzigen Sissy-Schmonzetten oder die Geschichtchen vom herzensguten Herren Baron.",0,0,0,0,0,0,0,0,0,1,1,1,0
"Eine dem Kurz nachfolgende Regierung, wird bis zur Bildung einer durch NRW legitimierten Regierung weiterhin dauernd von Misstrauen begleitet werden, da sie naturgemäß über keine stabile Mehrheit im Parlament verfügt.
Außer es bildet sich vorübergehend eine SP-FP-Koalition.
Sonst kann auch diese Übergangs-Expertenregierung jederzeit wieder durch eine neue Mehrheit im Nationalrat gestürzt werden.",0,0,0,0,0,0,0,0,0,1,1,1,0
